Rank,Team,Games,W-L,EMO GA,OPP ATT,Pct.,Date,Academic Year
36,Binghamton (America East),7,5-2,8,22,0.636,03/21/2023,2023.0
37,St. John's (NY) (Big East),8,0-8,7,19,0.632,03/21/2023,2023.0
38,Quinnipiac (MAAC),6,3-3,12,32,0.625,03/21/2023,2023.0
38,Brown (Ivy League),6,3-3,9,24,0.625,03/21/2023,2023.0
40,Mount St. Mary's (MAAC),8,2-6,14,37,0.622,03/21/2023,2023.0
41,Johns Hopkins (Big Ten),10,7-3,11,29,0.621,03/21/2023,2023.0
42,Penn (Ivy League),6,3-3,9,23,0.609,03/21/2023,2023.0
43,Hofstra (CAA),8,2-6,12,30,0.600,03/21/2023,2023.0
43,Detroit Mercy (ASUN),5,0-5,10,25,0.600,03/21/2023,2023.0
45,Sacred Heart (MAAC),7,0-7,7,17,0.588,03/21/2023,2023.0
46,Vermont (America East),7,3-4,10,24,0.583,03/21/2023,2023.0
46,Colgate (Patriot),5,1-4,5,12,0.583,03/21/2023,2023.0
48,Hampton (CAA),8,2-6,13,31,0.581,03/21/2023,2023.0
49,Robert Morris (ASUN),6,3-3,11,26,0.577,03/21/2023,2023.0
50,Virginia (ACC),7,6-1,12,28,0.571,03/21/2023,2023.0
51,Mercer (ASUN),8,2-6,18,41,0.561,03/21/2023,2023.0
52,VMI (MAAC),8,4-4,9,20,0.550,03/21/2023,2023.0
52,Yale (Ivy League),5,3-2,9,20,0.550,03/21/2023,2023.0
54,Hobart (Atlantic 10),7,4-3,14,31,0.548,03/21/2023,2023.0
54,Ohio St. (Big Ten),8,4-4,14,31,0.548,03/21/2023,2023.0
56,Lehigh (Patriot),7,5-2,15,33,0.545,03/21/2023,2023.0
57,Bryant (America East),7,5-2,11,24,0.542,03/21/2023,2023.0
58,Canisius (MAAC),8,2-6,12,26,0.538,03/21/2023,2023.0
59,Dartmouth (Ivy League),6,5-1,8,17,0.529,03/21/2023,2023.0
59,Denver (Big East),7,4-3,8,17,0.529,03/21/2023,2023.0
61,UAlbany (America East),6,2-4,9,19,0.526,03/21/2023,2023.0
62,Michigan (Big Ten),7,4-3,10,21,0.524,03/21/2023,2023.0
63,Princeton (Ivy League),6,2-4,12,25,0.520,03/21/2023,2023.0
63,St. Bonaventure (Atlantic 10),8,1-7,12,25,0.520,03/21/2023,2023.0
65,Bucknell (Patriot),7,1-6,18,37,0.514,03/21/2023,2023.0
66,Loyola Maryland (Patriot),7,5-2,7,14,0.500,03/21/2023,2023.0
67,Siena (MAAC),6,3-3,9,17,0.471,03/21/2023,2023.0
68,Navy (Patriot),9,3-6,10,18,0.444,03/21/2023,2023.0
69,Towson (CAA),7,1-6,12,21,0.429,03/21/2023,2023.0
70,Holy Cross (Patriot),8,0-8,14,23,0.391,03/21/2023,2023.0
70,Utah (ASUN),6,2-4,14,23,0.391,03/21/2023,2023.0
72,UMass Lowell (America East),6,0-6,7,11,0.364,03/21/2023,2023.0
-,Hartford (DI Independent),2,2-0,0,6,1.000,03/21/2023,2023.0
-,Merrimack (America East),7,4-3,12,33,0.636,03/21/2023,2023.0
-,Queens (NC) (ASUN),6,1-5,11,20,0.450,03/21/2023,2023.0
-,Lindenwood (ASUN),4,1-3,10,13,0.231,03/21/2023,2023.0
1,Delaware (CAA),8,5-3,2,20,0.900,03/20/2023,2023.0
2,Stony Brook (CAA),8,4-4,5,38,0.868,03/20/2023,2023.0
3,Manhattan (MAAC),7,5-2,3,20,0.850,03/20/2023,2023.0
4,Bellarmine (ASUN),7,5-2,4,22,0.818,03/20/2023,2023.0
4,Jacksonville (ASUN),7,6-1,4,22,0.818,03/20/2023,2023.0
6,Duke (ACC),9,8-1,7,33,0.788,03/20/2023,2023.0
7,Penn St. (Big Ten),7,5-2,6,27,0.778,03/20/2023,2023.0
7,Lafayette (Patriot),9,4-5,4,18,0.778,03/20/2023,2023.0
9,Richmond (Atlantic 10),7,4-3,5,22,0.773,03/20/2023,2023.0
10,UMBC (America East),7,5-2,3,13,0.769,03/20/2023,2023.0
11,Monmouth (CAA),7,4-3,7,29,0.759,03/20/2023,2023.0
12,Providence (Big East),8,4-4,5,20,0.750,03/20/2023,2023.0
13,NJIT (America East),7,2-5,8,31,0.742,03/20/2023,2023.0
14,Villanova (Big East),7,6-1,7,27,0.741,03/20/2023,2023.0
15,Massachusetts (Atlantic 10),7,4-3,6,23,0.739,03/20/2023,2023.0
16,Syracuse (ACC),8,4-4,10,38,0.737,03/20/2023,2023.0
17,North Carolina (ACC),8,5-3,9,34,0.735,03/20/2023,2023.0
18,Cornell (Ivy League),6,5-1,3,11,0.727,03/20/2023,2023.0
19,Notre Dame (ACC),6,6-0,5,18,0.722,03/20/2023,2023.0
20,Army West Point (Patriot),7,6-1,5,17,0.706,03/20/2023,2023.0
20,Harvard (Ivy League),5,3-2,5,17,0.706,03/20/2023,2023.0
22,Air Force (ASUN),8,5-3,6,20,0.700,03/20/2023,2023.0
22,Marist (MAAC),7,2-5,6,20,0.700,03/20/2023,2023.0
24,Wagner (MAAC),7,2-5,7,23,0.696,03/20/2023,2023.0
25,Cleveland St. (ASUN),5,3-2,6,19,0.684,03/20/2023,2023.0
26,High Point (Atlantic 10),9,6-3,11,33,0.667,03/20/2023,2023.0
26,Drexel (CAA),7,4-3,8,24,0.667,03/20/2023,2023.0
26,Marquette (Big East),7,4-3,8,24,0.667,03/20/2023,2023.0
26,Maryland (Big Ten),7,5-2,5,15,0.667,03/20/2023,2023.0
30,LIU (MAAC),7,2-5,10,29,0.655,03/20/2023,2023.0
31,Rutgers (Big Ten),8,7-1,8,23,0.652,03/20/2023,2023.0
31,Saint Joseph's (Atlantic 10),7,4-3,8,23,0.652,03/20/2023,2023.0
33,Georgetown (Big East),6,3-3,6,17,0.647,03/20/2023,2023.0
34,Fairfield (CAA),8,3-5,10,28,0.643,03/20/2023,2023.0
35,Binghamton (America East),7,5-2,8,22,0.636,03/20/2023,2023.0
36,St. John's (NY) (Big East),8,0-8,7,19,0.632,03/20/2023,2023.0
37,Quinnipiac (MAAC),6,3-3,12,32,0.625,03/20/2023,2023.0
37,Brown (Ivy League),6,3-3,9,24,0.625,03/20/2023,2023.0
39,Mount St. Mary's (MAAC),8,2-6,14,37,0.622,03/20/2023,2023.0
40,Johns Hopkins (Big Ten),10,7-3,11,29,0.621,03/20/2023,2023.0
41,Penn (Ivy League),6,3-3,9,23,0.609,03/20/2023,2023.0
42,Hofstra (CAA),8,2-6,12,30,0.600,03/20/2023,2023.0
42,Boston U. (Patriot),6,5-1,10,25,0.600,03/20/2023,2023.0
42,Detroit Mercy (ASUN),5,0-5,10,25,0.600,03/20/2023,2023.0
45,Sacred Heart (MAAC),7,0-7,7,17,0.588,03/20/2023,2023.0
46,Vermont (America East),7,3-4,10,24,0.583,03/20/2023,2023.0
46,Colgate (Patriot),5,1-4,5,12,0.583,03/20/2023,2023.0
48,Robert Morris (ASUN),6,3-3,11,26,0.577,03/20/2023,2023.0
49,Virginia (ACC),7,6-1,12,28,0.571,03/20/2023,2023.0
50,Mercer (ASUN),8,2-6,18,41,0.561,03/20/2023,2023.0
51,VMI (MAAC),8,4-4,9,20,0.550,03/20/2023,2023.0
51,Yale (Ivy League),5,3-2,9,20,0.550,03/20/2023,2023.0
53,Hobart (Atlantic 10),7,4-3,14,31,0.548,03/20/2023,2023.0
53,Ohio St. (Big Ten),8,4-4,14,31,0.548,03/20/2023,2023.0
55,Lehigh (Patriot),7,5-2,15,33,0.545,03/20/2023,2023.0
56,Bryant (America East),7,5-2,11,24,0.542,03/20/2023,2023.0
56,Hampton (CAA),7,2-5,11,24,0.542,03/20/2023,2023.0
56,St. Bonaventure (Atlantic 10),7,1-6,11,24,0.542,03/20/2023,2023.0
59,Canisius (MAAC),8,2-6,12,26,0.538,03/20/2023,2023.0
60,Denver (Big East),7,4-3,8,17,0.529,03/20/2023,2023.0
61,UAlbany (America East),6,2-4,9,19,0.526,03/20/2023,2023.0
62,Michigan (Big Ten),7,4-3,10,21,0.524,03/20/2023,2023.0
63,Princeton (Ivy League),6,2-4,12,25,0.520,03/20/2023,2023.0
64,Bucknell (Patriot),7,1-6,18,37,0.514,03/20/2023,2023.0
65,Navy (Patriot),8,3-5,8,16,0.500,03/20/2023,2023.0
65,Loyola Maryland (Patriot),7,5-2,7,14,0.500,03/20/2023,2023.0
65,Dartmouth (Ivy League),5,4-1,6,12,0.500,03/20/2023,2023.0
68,Siena (MAAC),6,3-3,9,17,0.471,03/20/2023,2023.0
69,Towson (CAA),7,1-6,12,21,0.429,03/20/2023,2023.0
70,Holy Cross (Patriot),8,0-8,14,23,0.391,03/20/2023,2023.0
70,Utah (ASUN),6,2-4,14,23,0.391,03/20/2023,2023.0
72,UMass Lowell (America East),6,0-6,7,11,0.364,03/20/2023,2023.0
-,Hartford (DI Independent),2,2-0,0,6,1.000,03/20/2023,2023.0
-,Merrimack (America East),7,4-3,12,33,0.636,03/20/2023,2023.0
-,Queens (NC) (ASUN),6,1-5,11,20,0.450,03/20/2023,2023.0
-,Lindenwood (ASUN),4,1-3,10,13,0.231,03/20/2023,2023.0
1,Delaware (CAA),8,5-3,2,20,0.900,03/19/2023,2023.0
2,Stony Brook (CAA),8,4-4,5,38,0.868,03/19/2023,2023.0
3,Manhattan (MAAC),7,5-2,3,20,0.850,03/19/2023,2023.0
4,Bellarmine (ASUN),7,5-2,4,22,0.818,03/19/2023,2023.0
4,Jacksonville (ASUN),7,6-1,4,22,0.818,03/19/2023,2023.0
6,Duke (ACC),8,7-1,6,29,0.793,03/19/2023,2023.0
7,Penn St. (Big Ten),7,5-2,6,27,0.778,03/19/2023,2023.0
7,Lafayette (Patriot),9,4-5,4,18,0.778,03/19/2023,2023.0
9,Richmond (Atlantic 10),7,4-3,5,22,0.773,03/19/2023,2023.0
10,UMBC (America East),7,5-2,3,13,0.769,03/19/2023,2023.0
11,Monmouth (CAA),7,4-3,7,29,0.759,03/19/2023,2023.0
12,Providence (Big East),8,4-4,5,20,0.750,03/19/2023,2023.0
13,NJIT (America East),7,2-5,8,31,0.742,03/19/2023,2023.0
14,Villanova (Big East),7,6-1,7,27,0.741,03/19/2023,2023.0
15,Massachusetts (Atlantic 10),7,4-3,6,23,0.739,03/19/2023,2023.0
16,Syracuse (ACC),8,4-4,10,38,0.737,03/19/2023,2023.0
17,North Carolina (ACC),8,5-3,9,34,0.735,03/19/2023,2023.0
18,Cornell (Ivy League),6,5-1,3,11,0.727,03/19/2023,2023.0
19,Air Force (ASUN),7,5-2,5,18,0.722,03/19/2023,2023.0
19,Notre Dame (ACC),6,6-0,5,18,0.722,03/19/2023,2023.0
21,Army West Point (Patriot),7,6-1,5,17,0.706,03/19/2023,2023.0
21,Harvard (Ivy League),5,3-2,5,17,0.706,03/19/2023,2023.0
23,Marist (MAAC),7,2-5,6,20,0.700,03/19/2023,2023.0
24,Wagner (MAAC),7,2-5,7,23,0.696,03/19/2023,2023.0
25,Cleveland St. (ASUN),5,3-2,6,19,0.684,03/19/2023,2023.0
26,High Point (Atlantic 10),9,6-3,11,33,0.667,03/19/2023,2023.0
26,Drexel (CAA),7,4-3,8,24,0.667,03/19/2023,2023.0
26,Marquette (Big East),7,4-3,8,24,0.667,03/19/2023,2023.0
26,Maryland (Big Ten),7,5-2,5,15,0.667,03/19/2023,2023.0
30,LIU (MAAC),7,2-5,10,29,0.655,03/19/2023,2023.0
31,Rutgers (Big Ten),8,7-1,8,23,0.652,03/19/2023,2023.0
31,Saint Joseph's (Atlantic 10),7,4-3,8,23,0.652,03/19/2023,2023.0
33,Georgetown (Big East),6,3-3,6,17,0.647,03/19/2023,2023.0
34,Fairfield (CAA),8,3-5,10,28,0.643,03/19/2023,2023.0
35,Binghamton (America East),7,5-2,8,22,0.636,03/19/2023,2023.0
36,St. John's (NY) (Big East),8,0-8,7,19,0.632,03/19/2023,2023.0
37,Quinnipiac (MAAC),6,3-3,12,32,0.625,03/19/2023,2023.0
37,Brown (Ivy League),6,3-3,9,24,0.625,03/19/2023,2023.0
39,Mount St. Mary's (MAAC),8,2-6,14,37,0.622,03/19/2023,2023.0
40,Johns Hopkins (Big Ten),10,7-3,11,29,0.621,03/19/2023,2023.0
41,Penn (Ivy League),6,3-3,9,23,0.609,03/19/2023,2023.0
42,Hofstra (CAA),8,2-6,12,30,0.600,03/19/2023,2023.0
42,Boston U. (Patriot),6,5-1,10,25,0.600,03/19/2023,2023.0
42,Detroit Mercy (ASUN),5,0-5,10,25,0.600,03/19/2023,2023.0
45,Sacred Heart (MAAC),7,0-7,7,17,0.588,03/19/2023,2023.0
46,Vermont (America East),7,3-4,10,24,0.583,03/19/2023,2023.0
46,Colgate (Patriot),5,1-4,5,12,0.583,03/19/2023,2023.0
48,Robert Morris (ASUN),6,3-3,11,26,0.577,03/19/2023,2023.0
49,Virginia (ACC),7,6-1,12,28,0.571,03/19/2023,2023.0
50,Mercer (ASUN),8,2-6,18,41,0.561,03/19/2023,2023.0
51,VMI (MAAC),8,4-4,9,20,0.550,03/19/2023,2023.0
51,Yale (Ivy League),5,3-2,9,20,0.550,03/19/2023,2023.0
53,Hobart (Atlantic 10),7,4-3,14,31,0.548,03/19/2023,2023.0
53,Ohio St. (Big Ten),8,4-4,14,31,0.548,03/19/2023,2023.0
55,Lehigh (Patriot),7,5-2,15,33,0.545,03/19/2023,2023.0
56,Bryant (America East),7,5-2,11,24,0.542,03/19/2023,2023.0
56,Hampton (CAA),7,2-5,11,24,0.542,03/19/2023,2023.0
56,St. Bonaventure (Atlantic 10),7,1-6,11,24,0.542,03/19/2023,2023.0
59,Canisius (MAAC),8,2-6,12,26,0.538,03/19/2023,2023.0
60,Denver (Big East),7,4-3,8,17,0.529,03/19/2023,2023.0
61,UAlbany (America East),6,2-4,9,19,0.526,03/19/2023,2023.0
62,Michigan (Big Ten),7,4-3,10,21,0.524,03/19/2023,2023.0
63,Princeton (Ivy League),6,2-4,12,25,0.520,03/19/2023,2023.0
64,Bucknell (Patriot),7,1-6,18,37,0.514,03/19/2023,2023.0
65,Navy (Patriot),8,3-5,8,16,0.500,03/19/2023,2023.0
65,Loyola Maryland (Patriot),7,5-2,7,14,0.500,03/19/2023,2023.0
65,Dartmouth (Ivy League),5,4-1,6,12,0.500,03/19/2023,2023.0
68,Siena (MAAC),6,3-3,9,17,0.471,03/19/2023,2023.0
69,Towson (CAA),7,1-6,12,21,0.429,03/19/2023,2023.0
70,Holy Cross (Patriot),8,0-8,14,23,0.391,03/19/2023,2023.0
70,Utah (ASUN),6,2-4,14,23,0.391,03/19/2023,2023.0
72,UMass Lowell (America East),6,0-6,7,11,0.364,03/19/2023,2023.0
-,Hartford (DI Independent),2,2-0,0,6,1.000,03/19/2023,2023.0
-,Merrimack (America East),7,4-3,12,33,0.636,03/19/2023,2023.0
-,Queens (NC) (ASUN),6,1-5,11,20,0.450,03/19/2023,2023.0
-,Lindenwood (ASUN),4,1-3,10,13,0.231,03/19/2023,2023.0
1,Delaware (CAA),7,5-2,1,16,0.938,03/15/2023,2023.0
2,Army West Point (Patriot),6,5-1,2,14,0.857,03/15/2023,2023.0
3,Stony Brook (CAA),7,3-4,5,34,0.853,03/15/2023,2023.0
4,Manhattan (MAAC),6,4-2,3,16,0.813,03/15/2023,2023.0
5,Jacksonville (ASUN),6,5-1,4,21,0.810,03/15/2023,2023.0
5,Penn St. (Big Ten),6,5-1,4,21,0.810,03/15/2023,2023.0
7,Duke (ACC),7,6-1,6,29,0.793,03/15/2023,2023.0
8,Monmouth (CAA),6,4-2,5,23,0.783,03/15/2023,2023.0
9,Richmond (Atlantic 10),7,4-3,5,22,0.773,03/15/2023,2023.0
10,NJIT (America East),6,2-4,6,26,0.769,03/15/2023,2023.0
11,Bellarmine (ASUN),6,5-1,4,17,0.765,03/15/2023,2023.0
12,Massachusetts (Atlantic 10),6,4-2,5,20,0.750,03/15/2023,2023.0
12,Lafayette (Patriot),8,3-5,4,16,0.750,03/15/2023,2023.0
12,Cleveland St. (ASUN),4,2-2,3,12,0.750,03/15/2023,2023.0
15,Syracuse (ACC),8,4-4,10,38,0.737,03/15/2023,2023.0
15,Providence (Big East),7,4-3,5,19,0.737,03/15/2023,2023.0
17,Harvard (Ivy League),4,2-2,4,15,0.733,03/15/2023,2023.0
18,UMBC (America East),6,5-1,3,11,0.727,03/15/2023,2023.0
19,Marist (MAAC),6,2-4,5,17,0.706,03/15/2023,2023.0
20,LIU (MAAC),6,2-4,7,23,0.696,03/15/2023,2023.0
21,Notre Dame (ACC),5,5-0,4,13,0.692,03/15/2023,2023.0
22,High Point (Atlantic 10),8,6-2,10,32,0.688,03/15/2023,2023.0
22,Air Force (ASUN),6,4-2,5,16,0.688,03/15/2023,2023.0
24,Wagner (MAAC),6,1-5,6,19,0.684,03/15/2023,2023.0
25,Johns Hopkins (Big Ten),8,5-3,8,25,0.680,03/15/2023,2023.0
26,North Carolina (ACC),6,4-2,8,24,0.667,03/15/2023,2023.0
26,Brown (Ivy League),5,3-2,7,21,0.667,03/15/2023,2023.0
26,Marquette (Big East),6,3-3,7,21,0.667,03/15/2023,2023.0
26,Villanova (Big East),6,5-1,7,21,0.667,03/15/2023,2023.0
26,Maryland (Big Ten),6,4-2,4,12,0.667,03/15/2023,2023.0
26,Cornell (Ivy League),5,4-1,3,9,0.667,03/15/2023,2023.0
32,Saint Joseph's (Atlantic 10),6,3-3,6,17,0.647,03/15/2023,2023.0
32,VMI (MAAC),7,3-4,6,17,0.647,03/15/2023,2023.0
34,Rutgers (Big Ten),7,6-1,8,22,0.636,03/15/2023,2023.0
35,Binghamton (America East),6,4-2,7,19,0.632,03/15/2023,2023.0
35,Drexel (CAA),6,3-3,7,19,0.632,03/15/2023,2023.0
35,St. John's (NY) (Big East),7,0-7,7,19,0.632,03/15/2023,2023.0
38,Fairfield (CAA),7,2-5,9,24,0.625,03/15/2023,2023.0
38,Dartmouth (Ivy League),4,4-0,3,8,0.625,03/15/2023,2023.0
40,Boston U. (Patriot),5,4-1,8,21,0.619,03/15/2023,2023.0
41,Sacred Heart (MAAC),6,0-6,5,13,0.615,03/15/2023,2023.0
42,Hofstra (CAA),7,2-5,11,28,0.607,03/15/2023,2023.0
42,Quinnipiac (MAAC),5,3-2,11,28,0.607,03/15/2023,2023.0
44,Hampton (CAA),6,2-4,8,20,0.600,03/15/2023,2023.0
44,Georgetown (Big East),5,2-3,6,15,0.600,03/15/2023,2023.0
44,Colgate (Patriot),4,1-3,4,10,0.600,03/15/2023,2023.0
47,Mount St. Mary's (MAAC),7,1-6,13,32,0.594,03/15/2023,2023.0
48,Bryant (America East),6,4-2,7,17,0.588,03/15/2023,2023.0
49,St. Bonaventure (Atlantic 10),7,1-6,10,24,0.583,03/15/2023,2023.0
50,Denver (Big East),6,3-3,6,14,0.571,03/15/2023,2023.0
51,Canisius (MAAC),7,1-6,10,23,0.565,03/15/2023,2023.0
51,Robert Morris (ASUN),5,3-2,10,23,0.565,03/15/2023,2023.0
53,Ohio St. (Big Ten),7,4-3,12,27,0.556,03/15/2023,2023.0
53,Detroit Mercy (ASUN),4,0-4,8,18,0.556,03/15/2023,2023.0
55,Mercer (ASUN),7,1-6,13,29,0.552,03/15/2023,2023.0
56,Michigan (Big Ten),6,4-2,9,20,0.550,03/15/2023,2023.0
56,Vermont (America East),6,2-4,9,20,0.550,03/15/2023,2023.0
58,Lehigh (Patriot),6,5-1,11,24,0.542,03/15/2023,2023.0
59,Virginia (ACC),6,6-0,12,26,0.538,03/15/2023,2023.0
59,Siena (MAAC),5,3-2,6,13,0.538,03/15/2023,2023.0
61,Penn (Ivy League),5,2-3,8,17,0.529,03/15/2023,2023.0
62,Yale (Ivy League),4,3-1,9,19,0.526,03/15/2023,2023.0
63,Hobart (Atlantic 10),6,3-3,13,27,0.519,03/15/2023,2023.0
64,Bucknell (Patriot),6,1-5,16,32,0.500,03/15/2023,2023.0
64,Navy (Patriot),7,3-4,7,14,0.500,03/15/2023,2023.0
64,UAlbany (America East),5,1-4,7,14,0.500,03/15/2023,2023.0
64,Loyola Maryland (Patriot),6,4-2,6,12,0.500,03/15/2023,2023.0
68,Princeton (Ivy League),5,2-3,11,21,0.476,03/15/2023,2023.0
69,Towson (CAA),6,1-5,9,16,0.438,03/15/2023,2023.0
70,Holy Cross (Patriot),7,0-7,12,21,0.429,03/15/2023,2023.0
71,Utah (ASUN),5,1-4,14,21,0.333,03/15/2023,2023.0
72,UMass Lowell (America East),5,0-5,7,9,0.222,03/15/2023,2023.0
-,Hartford (DI Independent),2,2-0,0,6,1.000,03/15/2023,2023.0
-,Merrimack (America East),6,4-2,9,27,0.667,03/15/2023,2023.0
-,Queens (NC) (ASUN),5,1-4,9,18,0.500,03/15/2023,2023.0
-,Lindenwood (ASUN),3,1-2,8,11,0.273,03/15/2023,2023.0
1,Delaware (CAA),7,5-2,1,16,0.938,03/14/2023,2023.0
2,Stony Brook (CAA),6,2-4,4,32,0.875,03/14/2023,2023.0
3,Army West Point (Patriot),6,5-1,2,14,0.857,03/14/2023,2023.0
4,Manhattan (MAAC),6,4-2,3,16,0.813,03/14/2023,2023.0
5,Jacksonville (ASUN),6,5-1,4,21,0.810,03/14/2023,2023.0
5,Penn St. (Big Ten),6,5-1,4,21,0.810,03/14/2023,2023.0
7,Duke (ACC),7,6-1,6,29,0.793,03/14/2023,2023.0
8,Monmouth (CAA),6,4-2,5,23,0.783,03/14/2023,2023.0
9,Richmond (Atlantic 10),7,4-3,5,22,0.773,03/14/2023,2023.0
10,NJIT (America East),6,2-4,6,26,0.769,03/14/2023,2023.0
11,Bellarmine (ASUN),6,5-1,4,17,0.765,03/14/2023,2023.0
12,Massachusetts (Atlantic 10),6,4-2,5,20,0.750,03/14/2023,2023.0
12,Lafayette (Patriot),8,3-5,4,16,0.750,03/14/2023,2023.0
12,Cleveland St. (ASUN),4,2-2,3,12,0.750,03/14/2023,2023.0
15,Syracuse (ACC),8,4-4,10,38,0.737,03/14/2023,2023.0
15,Providence (Big East),7,4-3,5,19,0.737,03/14/2023,2023.0
17,UMBC (America East),6,5-1,3,11,0.727,03/14/2023,2023.0
18,Harvard (Ivy League),4,2-2,4,14,0.714,03/14/2023,2023.0
19,Marist (MAAC),6,2-4,5,17,0.706,03/14/2023,2023.0
20,LIU (MAAC),6,2-4,7,23,0.696,03/14/2023,2023.0
21,Notre Dame (ACC),5,5-0,4,13,0.692,03/14/2023,2023.0
22,High Point (Atlantic 10),8,6-2,10,32,0.688,03/14/2023,2023.0
22,Air Force (ASUN),6,4-2,5,16,0.688,03/14/2023,2023.0
24,Wagner (MAAC),6,1-5,6,19,0.684,03/14/2023,2023.0
25,Johns Hopkins (Big Ten),8,5-3,8,25,0.680,03/14/2023,2023.0
26,North Carolina (ACC),6,4-2,8,24,0.667,03/14/2023,2023.0
26,Brown (Ivy League),5,3-2,7,21,0.667,03/14/2023,2023.0
26,Marquette (Big East),6,3-3,7,21,0.667,03/14/2023,2023.0
26,Villanova (Big East),6,5-1,7,21,0.667,03/14/2023,2023.0
26,St. John's (NY) (Big East),6,0-6,6,18,0.667,03/14/2023,2023.0
26,Maryland (Big Ten),6,4-2,4,12,0.667,03/14/2023,2023.0
26,Cornell (Ivy League),5,4-1,3,9,0.667,03/14/2023,2023.0
33,Saint Joseph's (Atlantic 10),6,3-3,6,17,0.647,03/14/2023,2023.0
33,VMI (MAAC),7,3-4,6,17,0.647,03/14/2023,2023.0
35,Rutgers (Big Ten),7,6-1,8,22,0.636,03/14/2023,2023.0
36,Binghamton (America East),6,4-2,7,19,0.632,03/14/2023,2023.0
36,Drexel (CAA),6,3-3,7,19,0.632,03/14/2023,2023.0
38,Fairfield (CAA),7,2-5,9,24,0.625,03/14/2023,2023.0
38,Dartmouth (Ivy League),4,4-0,3,8,0.625,03/14/2023,2023.0
40,Boston U. (Patriot),5,4-1,8,21,0.619,03/14/2023,2023.0
41,Sacred Heart (MAAC),6,0-6,5,13,0.615,03/14/2023,2023.0
42,Hofstra (CAA),7,2-5,11,28,0.607,03/14/2023,2023.0
42,Quinnipiac (MAAC),5,3-2,11,28,0.607,03/14/2023,2023.0
44,Hampton (CAA),6,2-4,8,20,0.600,03/14/2023,2023.0
44,Georgetown (Big East),5,2-3,6,15,0.600,03/14/2023,2023.0
44,Colgate (Patriot),4,1-3,4,10,0.600,03/14/2023,2023.0
47,Mount St. Mary's (MAAC),7,1-6,13,32,0.594,03/14/2023,2023.0
48,Bryant (America East),6,4-2,7,17,0.588,03/14/2023,2023.0
49,St. Bonaventure (Atlantic 10),7,1-6,10,24,0.583,03/14/2023,2023.0
50,Denver (Big East),6,3-3,6,14,0.571,03/14/2023,2023.0
51,Canisius (MAAC),7,1-6,10,23,0.565,03/14/2023,2023.0
51,Robert Morris (ASUN),5,3-2,10,23,0.565,03/14/2023,2023.0
53,Ohio St. (Big Ten),7,4-3,12,27,0.556,03/14/2023,2023.0
53,Detroit Mercy (ASUN),4,0-4,8,18,0.556,03/14/2023,2023.0
55,Mercer (ASUN),7,1-6,13,29,0.552,03/14/2023,2023.0
56,Vermont (America East),6,2-4,9,20,0.550,03/14/2023,2023.0
57,Lehigh (Patriot),6,5-1,11,24,0.542,03/14/2023,2023.0
58,Virginia (ACC),6,6-0,12,26,0.538,03/14/2023,2023.0
58,Siena (MAAC),5,3-2,6,13,0.538,03/14/2023,2023.0
60,Penn (Ivy League),5,2-3,8,17,0.529,03/14/2023,2023.0
61,Yale (Ivy League),4,3-1,9,19,0.526,03/14/2023,2023.0
62,Hobart (Atlantic 10),6,3-3,13,27,0.519,03/14/2023,2023.0
63,Bucknell (Patriot),6,1-5,16,32,0.500,03/14/2023,2023.0
63,Navy (Patriot),7,3-4,7,14,0.500,03/14/2023,2023.0
63,UAlbany (America East),5,1-4,7,14,0.500,03/14/2023,2023.0
63,Loyola Maryland (Patriot),6,4-2,6,12,0.500,03/14/2023,2023.0
67,Princeton (Ivy League),5,2-3,11,21,0.476,03/14/2023,2023.0
68,Michigan (Big Ten),6,4-2,9,17,0.471,03/14/2023,2023.0
69,Towson (CAA),6,1-5,9,16,0.438,03/14/2023,2023.0
70,Holy Cross (Patriot),7,0-7,12,21,0.429,03/14/2023,2023.0
71,Utah (ASUN),5,1-4,14,21,0.333,03/14/2023,2023.0
72,UMass Lowell (America East),5,0-5,7,9,0.222,03/14/2023,2023.0
-,Hartford (DI Independent),1,1-0,0,2,1.000,03/14/2023,2023.0
-,Merrimack (America East),6,4-2,9,27,0.667,03/14/2023,2023.0
-,Queens (NC) (ASUN),5,1-4,9,18,0.500,03/14/2023,2023.0
-,Lindenwood (ASUN),3,1-2,8,11,0.273,03/14/2023,2023.0
1,Delaware (CAA),7,5-2,1,16,0.938,03/12/2023,2023.0
2,Stony Brook (CAA),6,2-4,4,32,0.875,03/12/2023,2023.0
3,Army West Point (Patriot),6,5-1,2,14,0.857,03/12/2023,2023.0
4,Manhattan (MAAC),6,4-2,3,16,0.813,03/12/2023,2023.0
5,Jacksonville (ASUN),6,5-1,4,21,0.810,03/12/2023,2023.0
5,Penn St. (Big Ten),6,5-1,4,21,0.810,03/12/2023,2023.0
7,NJIT (America East),6,2-4,4,20,0.800,03/12/2023,2023.0
8,Duke (ACC),7,6-1,6,29,0.793,03/12/2023,2023.0
9,Monmouth (CAA),6,4-2,5,23,0.783,03/12/2023,2023.0
10,Richmond (Atlantic 10),7,4-3,5,22,0.773,03/12/2023,2023.0
11,Bellarmine (ASUN),6,5-1,4,17,0.765,03/12/2023,2023.0
12,Massachusetts (Atlantic 10),6,4-2,5,20,0.750,03/12/2023,2023.0
12,Cleveland St. (ASUN),4,2-2,3,12,0.750,03/12/2023,2023.0
14,Providence (Big East),7,4-3,5,19,0.737,03/12/2023,2023.0
