Date,Team,Clearing Percent
2024-05-27,Villanova,0.827
2024-05-27,Lehigh,0.826
2024-05-27,Wagner,0.823
2024-05-27,Detroit Mercy,0.82
2024-05-27,Merrimack,0.818
2024-05-27,Boston U.,0.809
2024-05-27,Binghamton,0.803
2024-05-27,Colgate,0.802
2024-05-27,Bucknell,0.791
2024-05-27,Hampton,0.771
2024-05-27,St. Bonaventure,0.748
2024-05-27,Lindenwood,0.851
2024-05-27,Queens,0.851
2024-05-27,Le Moyne,0.803
2024-05-08,Penn St.,1.0
2024-05-08,Utah,1.0
2024-05-08,Lehigh,0.941
2024-05-08,Notre Dame,0.925
2024-05-08,Denver,0.92
2024-05-08,Princeton,0.913
2024-05-08,Syracuse,0.909
2024-05-08,Duke,0.898
2024-05-08,Towson,0.895
2024-05-08,Maryland,0.889
2024-05-08,Sacred Heart,0.889
2024-05-08,Michigan,0.882
2024-05-08,Saint Joseph's,0.88
2024-05-08,UAlbany,0.872
2024-05-08,Georgetown,0.829
2024-05-08,Virginia,0.808
2024-05-08,Johns Hopkins,0.756
2024-05-25,Bellarmine,0.926
2024-05-25,Fairfield,0.924
2024-05-25,Towson,0.914
2024-05-25,Sacred Heart,0.91
2024-05-25,VMI,0.9
2024-05-25,Notre Dame,0.898
2024-05-25,Virginia,0.898
2024-05-25,Army West Point,0.897
2024-05-25,Hofstra,0.893
2024-05-25,Duke,0.892
2024-05-25,Siena,0.891
2024-05-25,Bryant,0.889
2024-05-25,Ohio St.,0.888
2024-05-25,North Carolina,0.886
2024-05-25,Robert Morris,0.885
2024-05-25,Harvard,0.885
2024-05-25,Marquette,0.885
2024-05-25,Penn St.,0.885
2024-05-25,Mercer,0.885
2024-05-25,UMBC,0.884
2024-05-25,Saint Joseph's,0.883
2024-05-25,Air Force,0.882
2024-05-25,Jacksonville,0.881
2024-05-25,Mount St. Mary's,0.88
2024-05-25,Johns Hopkins,0.88
2024-05-25,Maryland,0.879
2024-05-25,Quinnipiac,0.879
2024-05-25,Rutgers,0.879
2024-05-25,Utah,0.879
2024-05-25,Vermont,0.878
2024-05-25,Manhattan,0.877
2024-05-25,Richmond,0.877
2024-05-25,Michigan,0.876
2024-05-25,Denver,0.875
2024-05-25,Georgetown,0.875
2024-05-25,Drexel,0.875
2024-05-25,Providence,0.874
2024-05-25,Syracuse,0.871
2024-05-25,Marist,0.868
2024-05-25,Brown,0.864
2024-05-25,Cornell,0.863
2024-05-25,Yale,0.862
2024-05-25,Penn,0.861
2024-05-25,UAlbany,0.861
2024-05-25,Monmouth,0.859
2024-05-25,Massachusetts,0.859
2024-05-25,Hobart,0.858
2024-05-25,Cleveland St.,0.854
2024-05-25,Delaware,0.854
2024-05-25,St. John's,0.852
2024-05-25,Princeton,0.851
2024-05-25,Canisius,0.848
2024-05-25,LIU,0.845
2024-05-25,Navy,0.845
2024-05-25,UMass Lowell,0.845
2024-05-25,High Point,0.844
2024-05-25,Lafayette,0.844
2024-05-25,Loyola Maryland,0.843
2024-05-25,Stony Brook,0.835
2024-05-25,Holy Cross,0.832
2024-05-25,Dartmouth,0.831
2024-05-25,NJIT,0.83
2024-05-25,Villanova,0.827
2024-05-25,Lehigh,0.826
2024-05-25,Wagner,0.823
2024-05-25,Detroit Mercy,0.82
2024-05-25,Merrimack,0.818
2024-05-25,Boston U.,0.809
2024-05-25,Binghamton,0.803
2024-05-25,Colgate,0.802
2024-05-25,Bucknell,0.791
2024-05-25,Hampton,0.771
2024-05-25,St. Bonaventure,0.748
2024-05-25,Lindenwood,0.851
2024-05-25,Queens,0.851
2024-05-25,Le Moyne,0.803
2024-05-19,Bellarmine,0.926
2024-05-19,Fairfield,0.924
2024-05-19,Towson,0.914
2024-05-19,Sacred Heart,0.91
2024-05-19,VMI,0.9
2024-05-19,Army West Point,0.897
2024-05-19,Notre Dame,0.895
2024-05-19,Virginia,0.895
2024-05-19,Hofstra,0.893
2024-05-19,Duke,0.892
2024-05-19,Siena,0.891
2024-05-19,Bryant,0.889
2024-05-19,Ohio St.,0.888
2024-05-19,North Carolina,0.886
2024-05-19,Robert Morris,0.885
2024-05-19,Harvard,0.885
2024-05-19,Marquette,0.885
2024-05-19,Penn St.,0.885
2024-05-19,Mercer,0.885
2024-05-19,UMBC,0.884
2024-05-19,Saint Joseph's,0.883
2024-05-19,Maryland,0.882
2024-05-19,Air Force,0.882
2024-05-19,Jacksonville,0.881
2024-05-19,Mount St. Mary's,0.88
2024-05-19,Johns Hopkins,0.88
2024-05-19,Quinnipiac,0.879
2024-05-19,Rutgers,0.879
2024-05-19,Utah,0.879
2024-05-19,Vermont,0.878
2024-05-19,Manhattan,0.877
2024-05-19,Richmond,0.877
2024-05-19,Michigan,0.876
2024-05-19,Georgetown,0.875
2024-05-19,Drexel,0.875
2024-05-19,Providence,0.874
2024-05-19,Denver,0.873
2024-05-19,Syracuse,0.869
2024-05-19,Marist,0.868
2024-05-19,Brown,0.864
2024-05-19,Cornell,0.863
2024-05-19,Yale,0.862
2024-05-19,Penn,0.861
2024-05-19,UAlbany,0.861
2024-05-19,Monmouth,0.859
2024-05-19,Massachusetts,0.859
2024-05-19,Hobart,0.858
2024-05-19,Cleveland St.,0.854
2024-05-19,Delaware,0.854
2024-05-19,St. John's,0.852
2024-05-19,Princeton,0.851
2024-05-19,Canisius,0.848
2024-05-19,LIU,0.845
2024-05-19,Navy,0.845
2024-05-19,UMass Lowell,0.845
2024-05-19,High Point,0.844
2024-05-19,Lafayette,0.844
2024-05-19,Loyola Maryland,0.843
2024-05-19,Stony Brook,0.835
2024-05-19,Holy Cross,0.832
2024-05-19,Dartmouth,0.831
2024-05-19,NJIT,0.83
2024-05-19,Villanova,0.827
2024-05-19,Lehigh,0.826
2024-05-19,Wagner,0.823
2024-05-19,Detroit Mercy,0.82
2024-05-19,Merrimack,0.818
2024-05-19,Boston U.,0.809
2024-05-19,Binghamton,0.803
2024-05-19,Colgate,0.802
2024-05-19,Bucknell,0.791
2024-05-19,Hampton,0.771
2024-05-19,St. Bonaventure,0.748
2024-05-19,Lindenwood,0.851
2024-05-19,Queens,0.851
2024-05-19,Le Moyne,0.803
2024-05-18,Bellarmine,0.926
2024-05-18,Fairfield,0.924
2024-05-18,Towson,0.914
2024-05-18,Sacred Heart,0.91
2024-05-18,VMI,0.9
2024-05-18,Virginia,0.899
2024-05-18,Johns Hopkins,0.898
2024-05-18,Army West Point,0.897
2024-05-18,Notre Dame,0.895
2024-05-18,Hofstra,0.893
2024-05-18,Duke,0.892
2024-05-18,Siena,0.891
2024-05-18,Bryant,0.889
2024-05-18,Ohio St.,0.888
2024-05-18,North Carolina,0.886
2024-05-18,Robert Morris,0.885
2024-05-18,Harvard,0.885
2024-05-18,Marquette,0.885
2024-05-18,Penn St.,0.885
2024-05-18,Mercer,0.885
2024-05-18,UMBC,0.884
2024-05-18,Saint Joseph's,0.883
2024-05-18,Maryland,0.882
2024-05-18,Air Force,0.882
2024-05-18,Jacksonville,0.881
2024-05-18,Mount St. Mary's,0.88
2024-05-18,Quinnipiac,0.879
2024-05-18,Rutgers,0.879
2024-05-18,Utah,0.879
2024-05-18,Vermont,0.878
2024-05-18,Manhattan,0.877
2024-05-18,Richmond,0.877
2024-05-18,Michigan,0.876
2024-05-18,Georgetown,0.875
2024-05-18,Drexel,0.875
2024-05-18,Providence,0.874
2024-05-18,Marist,0.868
2024-05-18,Denver,0.865
2024-05-18,Syracuse,0.865
2024-05-18,Brown,0.864
2024-05-18,Cornell,0.863
2024-05-18,Yale,0.862
2024-05-18,Penn,0.861
2024-05-18,UAlbany,0.861
2024-05-18,Monmouth,0.859
2024-05-18,Massachusetts,0.859
2024-05-18,Hobart,0.858
2024-05-18,Cleveland St.,0.854
2024-05-18,Delaware,0.854
2024-05-18,St. John's,0.852
2024-05-18,Princeton,0.851
2024-05-18,Canisius,0.848
2024-05-18,LIU,0.845
2024-05-18,Navy,0.845
2024-05-18,UMass Lowell,0.845
2024-05-18,High Point,0.844
2024-05-18,Lafayette,0.844
2024-05-18,Loyola Maryland,0.843
2024-05-18,Stony Brook,0.835
2024-05-18,Holy Cross,0.832
2024-05-18,Dartmouth,0.831
2024-05-18,NJIT,0.83
2024-05-18,Villanova,0.827
2024-05-18,Lehigh,0.826
2024-05-18,Wagner,0.823
2024-05-18,Detroit Mercy,0.82
2024-05-18,Merrimack,0.818
2024-05-18,Boston U.,0.809
2024-05-18,Binghamton,0.803
2024-05-18,Colgate,0.802
2024-05-18,Bucknell,0.791
2024-05-18,Hampton,0.771
2024-05-18,St. Bonaventure,0.748
2024-05-18,Lindenwood,0.851
2024-05-18,Queens,0.851
2024-05-18,Le Moyne,0.803
2024-05-12,Bellarmine,0.926
2024-05-12,Fairfield,0.924
2024-05-12,Towson,0.914
2024-05-12,Sacred Heart,0.91
2024-05-12,VMI,0.9
2024-05-12,Virginia,0.899
2024-05-12,Johns Hopkins,0.898
2024-05-12,Army West Point,0.897
2024-05-12,Duke,0.894
2024-05-12,Notre Dame,0.893
2024-05-12,Hofstra,0.893
2024-05-12,Siena,0.891
2024-05-12,Bryant,0.889
2024-05-12,Ohio St.,0.888
2024-05-12,North Carolina,0.886
2024-05-12,Robert Morris,0.885
2024-05-12,Harvard,0.885
2024-05-12,Marquette,0.885
2024-05-12,Maryland,0.885
2024-05-12,Penn St.,0.885
2024-05-12,Mercer,0.885
2024-05-12,UMBC,0.884
2024-05-12,Saint Joseph's,0.883
2024-05-12,Air Force,0.882
2024-05-12,Jacksonville,0.881
2024-05-12,Mount St. Mary's,0.88
2024-05-12,Quinnipiac,0.879
2024-05-12,Rutgers,0.879
2024-05-12,Utah,0.879
2024-05-12,Vermont,0.878
2024-05-12,Manhattan,0.877
2024-05-12,Richmond,0.877
2024-05-12,Michigan,0.876
2024-05-12,Georgetown,0.876
2024-05-12,Drexel,0.875
2024-05-12,Providence,0.874
2024-05-12,Marist,0.868
2024-05-12,Denver,0.865
2024-05-12,Syracuse,0.865
2024-05-12,Brown,0.864
2024-05-12,Cornell,0.863
2024-05-12,Yale,0.862
2024-05-12,Penn,0.861
2024-05-12,UAlbany,0.861
2024-05-12,Monmouth,0.859
2024-05-12,Massachusetts,0.859
2024-05-12,Hobart,0.858
2024-05-12,Cleveland St.,0.854
2024-05-12,Delaware,0.854
2024-05-12,St. John's,0.852
2024-05-12,Princeton,0.851
2024-05-12,Canisius,0.848
2024-05-12,LIU,0.845
2024-05-12,Navy,0.845
2024-05-12,UMass Lowell,0.845
2024-05-12,High Point,0.844
2024-05-12,Lafayette,0.844
2024-05-12,Loyola Maryland,0.843
2024-05-12,Stony Brook,0.835
2024-05-12,Holy Cross,0.832
2024-05-12,Dartmouth,0.831
2024-05-12,NJIT,0.83
2024-05-12,Villanova,0.827
2024-05-12,Lehigh,0.826
2024-05-12,Wagner,0.823
2024-05-12,Detroit Mercy,0.82
2024-05-12,Merrimack,0.818
2024-05-12,Boston U.,0.809
2024-05-12,Binghamton,0.803
2024-05-12,Colgate,0.802
2024-05-12,Bucknell,0.791
2024-05-12,Hampton,0.771
2024-05-12,St. Bonaventure,0.748
2024-05-12,Lindenwood,0.851
2024-05-12,Queens,0.851
2024-05-12,Le Moyne,0.803
2024-05-11,Bellarmine,0.926
2024-05-11,Fairfield,0.924
2024-05-11,Towson,0.915
2024-05-11,Sacred Heart,0.91
2024-05-11,VMI,0.9
2024-05-11,Virginia,0.899
2024-05-11,Johns Hopkins,0.899
2024-05-11,Army West Point,0.897
2024-05-11,Notre Dame,0.896
2024-05-11,Duke,0.894
2024-05-11,Hofstra,0.893
2024-05-11,Siena,0.891
2024-05-11,Bryant,0.889
2024-05-11,Ohio St.,0.888
2024-05-11,North Carolina,0.886
2024-05-11,Robert Morris,0.885
2024-05-11,Harvard,0.885
2024-05-11,Marquette,0.885
2024-05-11,Maryland,0.885
2024-05-11,Mercer,0.885
2024-05-11,UMBC,0.884
2024-05-11,Saint Joseph's,0.883
2024-05-11,Air Force,0.882
2024-05-11,Jacksonville,0.881
2024-05-11,Georgetown,0.881
2024-05-11,Mount St. Mary's,0.88
2024-05-11,Quinnipiac,0.879
2024-05-11,Rutgers,0.879
2024-05-11,Penn St.,0.879
2024-05-11,Utah,0.879
2024-05-11,Vermont,0.878
2024-05-11,Manhattan,0.877
2024-05-11,Richmond,0.877
2024-05-11,Michigan,0.876
2024-05-11,Drexel,0.875
2024-05-11,Providence,0.874
2024-05-11,Marist,0.868
2024-05-11,Syracuse,0.866
2024-05-11,Denver,0.865
2024-05-11,UAlbany,0.864
2024-05-11,Brown,0.864
2024-05-11,Cornell,0.863
2024-05-11,Yale,0.862
2024-05-11,Penn,0.861
2024-05-11,Monmouth,0.859
2024-05-11,Massachusetts,0.859
2024-05-11,Hobart,0.858
2024-05-11,Cleveland St.,0.854
2024-05-11,Delaware,0.854
2024-05-11,St. John's,0.852
2024-05-11,Princeton,0.851
2024-05-11,Canisius,0.848
2024-05-11,LIU,0.845
2024-05-11,Navy,0.845
2024-05-11,UMass Lowell,0.845
2024-05-11,High Point,0.844
2024-05-11,Lafayette,0.844
2024-05-11,Loyola Maryland,0.843
2024-05-11,Stony Brook,0.835
2024-05-11,Holy Cross,0.832
2024-05-11,Dartmouth,0.831
2024-05-11,NJIT,0.83
2024-05-11,Villanova,0.827
2024-05-11,Wagner,0.823
2024-05-11,Detroit Mercy,0.82
2024-05-11,Lehigh,0.82
2024-05-11,Merrimack,0.818
2024-05-11,Boston U.,0.809
2024-05-11,Binghamton,0.803
2024-05-11,Colgate,0.802
2024-05-11,Bucknell,0.791
2024-05-11,Hampton,0.771
2024-05-11,St. Bonaventure,0.748
2024-05-11,Lindenwood,0.851
2024-05-11,Queens,0.851
2024-05-11,Le Moyne,0.803
2024-05-08,Bellarmine,0.926
2024-05-08,Fairfield,0.924
2024-05-08,Virginia,0.916
2024-05-08,Towson,0.915
2024-05-08,Sacred Heart,0.91
2024-05-08,VMI,0.9
2024-05-08,Johns Hopkins,0.899
2024-05-08,Army West Point,0.897
2024-05-08,Notre Dame,0.896
2024-05-08,Hofstra,0.893
2024-05-08,Duke,0.892
2024-05-08,Siena,0.891
2024-05-08,Bryant,0.889
2024-05-08,Ohio St.,0.888
2024-05-08,North Carolina,0.886
2024-05-08,Robert Morris,0.885
2024-05-08,Harvard,0.885
2024-05-08,Marquette,0.885
2024-05-08,Mercer,0.885
2024-05-08,UMBC,0.884
2024-05-08,Saint Joseph's,0.883
2024-05-08,Air Force,0.882
2024-05-08,Jacksonville,0.881
2024-05-08,Georgetown,0.881
2024-05-08,Mount St. Mary's,0.88
2024-05-08,Quinnipiac,0.879
2024-05-08,Rutgers,0.879
2024-05-08,Penn St.,0.879
2024-05-08,Vermont,0.878
2024-05-08,Manhattan,0.877
2024-05-08,Richmond,0.877
2024-05-08,Michigan,0.876
2024-05-08,Maryland,0.875
2024-05-08,Drexel,0.875
2024-05-08,Providence,0.874
2024-05-08,Utah,0.874
2024-05-08,Marist,0.868
2024-05-08,Syracuse,0.866
2024-05-08,Denver,0.865
2024-05-08,UAlbany,0.864
2024-05-08,Brown,0.864
2024-05-08,Cornell,0.863
2024-05-08,Yale,0.862
2024-05-08,Penn,0.861
2024-05-08,Monmouth,0.859
2024-05-08,Massachusetts,0.859
2024-05-08,Hobart,0.858
2024-05-08,Cleveland St.,0.854
2024-05-08,Delaware,0.854
2024-05-08,St. John's,0.852
2024-05-08,Canisius,0.848
2024-05-08,Princeton,0.848
2024-05-08,LIU,0.845
2024-05-08,Navy,0.845
2024-05-08,UMass Lowell,0.845
2024-05-08,High Point,0.844
2024-05-08,Lafayette,0.844
2024-05-08,Loyola Maryland,0.843
2024-05-08,Stony Brook,0.835
2024-05-08,Holy Cross,0.832
2024-05-08,Dartmouth,0.831
2024-05-08,NJIT,0.83
2024-05-08,Villanova,0.827
2024-05-08,Wagner,0.823
2024-05-08,Detroit Mercy,0.82
2024-05-08,Lehigh,0.82
2024-05-08,Merrimack,0.818
2024-05-08,Boston U.,0.809
2024-05-08,Binghamton,0.803
2024-05-08,Colgate,0.802
2024-05-08,Bucknell,0.791
2024-05-08,Hampton,0.771
2024-05-08,St. Bonaventure,0.748
2024-05-08,Lindenwood,0.851
2024-05-08,Queens,0.851
2024-05-08,Le Moyne,0.803
2024-05-05,Bellarmine,0.926
2024-05-05,Fairfield,0.924
2024-05-05,Virginia,0.916
2024-05-05,Towson,0.915
2024-05-05,Sacred Heart,0.91
2024-05-05,VMI,0.9
2024-05-05,Johns Hopkins,0.899
2024-05-05,Army West Point,0.897
2024-05-05,Notre Dame,0.896
2024-05-05,Hofstra,0.893
2024-05-05,Duke,0.892
2024-05-05,Siena,0.891
2024-05-05,Bryant,0.889
2024-05-05,Ohio St.,0.888
2024-05-05,North Carolina,0.886
2024-05-05,Robert Morris,0.885
2024-05-05,Harvard,0.885
2024-05-05,Marquette,0.885
2024-05-05,Mercer,0.885
2024-05-05,UMBC,0.884
2024-05-05,Saint Joseph's,0.883
2024-05-05,Air Force,0.882
2024-05-05,Jacksonville,0.881
2024-05-05,Georgetown,0.881
2024-05-05,Mount St. Mary's,0.88
2024-05-05,Quinnipiac,0.879
2024-05-05,Rutgers,0.879
2024-05-05,Penn St.,0.879
2024-05-05,Vermont,0.878
2024-05-05,Manhattan,0.877
2024-05-05,Richmond,0.877
2024-05-05,Michigan,0.876
2024-05-05,Maryland,0.875
2024-05-05,Drexel,0.875
2024-05-05,Providence,0.874
2024-05-05,Utah,0.874
2024-05-05,Marist,0.868
2024-05-05,Syracuse,0.866
2024-05-05,Denver,0.865
2024-05-05,Brown,0.864
2024-05-05,Cornell,0.863
2024-05-05,Yale,0.862
2024-05-05,Penn,0.861
2024-05-05,UAlbany,0.86
2024-05-05,Monmouth,0.859
2024-05-05,Massachusetts,0.859
2024-05-05,Hobart,0.858
2024-05-05,Cleveland St.,0.854
2024-05-05,Delaware,0.854
2024-05-05,St. John's,0.852
2024-05-05,Canisius,0.848
2024-05-05,Princeton,0.848
2024-05-05,LIU,0.845
2024-05-05,Navy,0.845
2024-05-05,UMass Lowell,0.845
2024-05-05,High Point,0.844
2024-05-05,Lafayette,0.844
2024-05-05,Loyola Maryland,0.843
2024-05-05,Stony Brook,0.835
2024-05-05,Holy Cross,0.832
2024-05-05,Dartmouth,0.831
2024-05-05,NJIT,0.83
2024-05-05,Villanova,0.827
2024-05-05,Lehigh,0.826
2024-05-05,Wagner,0.823
2024-05-05,Detroit Mercy,0.82
2024-05-05,Merrimack,0.818
2024-05-05,Boston U.,0.81
2024-05-05,Binghamton,0.803
2024-05-05,Colgate,0.802
2024-05-05,Bucknell,0.791
2024-05-05,Hampton,0.771
2024-05-05,St. Bonaventure,0.748
2024-05-05,Lindenwood,0.851
2024-05-05,Queens,0.851
2024-05-05,Le Moyne,0.803
2024-05-04,Bellarmine,0.926
2024-05-04,Fairfield,0.924
2024-05-04,Virginia,0.916
2024-05-04,Towson,0.915
2024-05-04,Sacred Heart,0.91
2024-05-04,VMI,0.9
2024-05-04,Johns Hopkins,0.899
2024-05-04,Army West Point,0.897
2024-05-04,Hofstra,0.893
2024-05-04,Notre Dame,0.891
2024-05-04,Siena,0.891
2024-05-04,Bryant,0.889
2024-05-04,Ohio St.,0.888
2024-05-04,Duke,0.887
2024-05-04,North Carolina,0.886
2024-05-04,Robert Morris,0.885
2024-05-04,Harvard,0.885
2024-05-04,Marquette,0.885
2024-05-04,Mercer,0.885
2024-05-04,UMBC,0.884
2024-05-04,Saint Joseph's,0.883
2024-05-04,Air Force,0.882
2024-05-04,Georgetown,0.881
2024-05-04,Mount St. Mary's,0.88
2024-05-04,Quinnipiac,0.879
2024-05-04,Rutgers,0.879
2024-05-04,Penn St.,0.879
2024-05-04,Vermont,0.878
2024-05-04,Jacksonville,0.877
2024-05-04,Richmond,0.877
2024-05-04,Michigan,0.876
2024-05-04,Utah,0.875
2024-05-04,Maryland,0.875
2024-05-04,Drexel,0.875
2024-05-04,Providence,0.874
2024-05-04,Manhattan,0.872
2024-05-04,Marist,0.868
2024-05-04,Syracuse,0.866
2024-05-04,Denver,0.865
2024-05-04,Brown,0.864
2024-05-04,Cornell,0.863
2024-05-04,Yale,0.862
2024-05-04,Penn,0.86
2024-05-04,UAlbany,0.86
2024-05-04,Monmouth,0.859
2024-05-04,Massachusetts,0.859
2024-05-04,Hobart,0.858
2024-05-04,Cleveland St.,0.854
2024-05-04,Delaware,0.854
2024-05-04,St. John's,0.852
2024-05-04,Princeton,0.849
2024-05-04,Canisius,0.848
2024-05-04,LIU,0.845
2024-05-04,Navy,0.845
2024-05-04,UMass Lowell,0.845
2024-05-04,High Point,0.844
2024-05-04,Lafayette,0.844
2024-05-04,Loyola Maryland,0.843
2024-05-04,Stony Brook,0.835
2024-05-04,Holy Cross,0.832
2024-05-04,Dartmouth,0.831
2024-05-04,NJIT,0.83
2024-05-04,Villanova,0.827
2024-05-04,Lehigh,0.826
2024-05-04,Wagner,0.823
2024-05-04,Detroit Mercy,0.82
2024-05-04,Merrimack,0.818
2024-05-04,Boston U.,0.806
2024-05-04,Binghamton,0.803
2024-05-04,Colgate,0.802
2024-05-04,Bucknell,0.791
2024-05-04,Hampton,0.771
2024-05-04,St. Bonaventure,0.748
2024-05-04,Lindenwood,0.851
2024-05-04,Queens,0.851
2024-05-04,Le Moyne,0.803
2024-05-03,Bellarmine,0.926
2024-05-03,Fairfield,0.924
2024-05-03,Virginia,0.916
2024-05-03,Towson,0.913
2024-05-03,Sacred Heart,0.91
2024-05-03,VMI,0.9
2024-05-03,Johns Hopkins,0.899
2024-05-03,Army West Point,0.897
2024-05-03,Hofstra,0.893
2024-05-03,Notre Dame,0.891
2024-05-03,Siena,0.891
2024-05-03,Richmond,0.889
2024-05-03,Bryant,0.889
2024-05-03,Ohio St.,0.888
2024-05-03,Duke,0.887
2024-05-03,North Carolina,0.886
2024-05-03,Robert Morris,0.885
2024-05-03,Harvard,0.885
2024-05-03,Marquette,0.885
2024-05-03,Mercer,0.885
2024-05-03,UMBC,0.884
2024-05-03,Georgetown,0.882
2024-05-03,Air Force,0.882
2024-05-03,Saint Joseph's,0.882
2024-05-03,Mount St. Mary's,0.88
2024-05-03,Quinnipiac,0.879
2024-05-03,Rutgers,0.879
2024-05-03,Jacksonville,0.877
2024-05-03,Vermont,0.877
2024-05-03,Penn St.,0.876
2024-05-03,Delaware,0.875
2024-05-03,Utah,0.875
2024-05-03,Maryland,0.875
2024-05-03,Drexel,0.875
2024-05-03,Providence,0.874
2024-05-03,Michigan,0.872
2024-05-03,Marist,0.868
2024-05-03,Manhattan,0.867
2024-05-03,Syracuse,0.866
2024-05-03,Denver,0.865
2024-05-03,Brown,0.864
2024-05-03,Cornell,0.863
2024-05-03,Yale,0.862
2024-05-03,Penn,0.86
2024-05-03,Monmouth,0.859
2024-05-03,Massachusetts,0.859
2024-05-03,Hobart,0.858
2024-05-03,Cleveland St.,0.854
2024-05-03,UAlbany,0.852
2024-05-03,St. John's,0.852
2024-05-03,Princeton,0.849
2024-05-03,Canisius,0.848
2024-05-03,LIU,0.847
2024-05-03,Navy,0.845
2024-05-03,UMass Lowell,0.845
2024-05-03,High Point,0.844
2024-05-03,Lafayette,0.844
2024-05-03,Loyola Maryland,0.843
2024-05-03,Stony Brook,0.835
2024-05-03,Holy Cross,0.832
2024-05-03,Dartmouth,0.831
2024-05-03,NJIT,0.83
2024-05-03,Villanova,0.83
2024-05-03,Lehigh,0.826
2024-05-03,Wagner,0.823
2024-05-03,Detroit Mercy,0.82
2024-05-03,Merrimack,0.818
2024-05-03,Boston U.,0.81
2024-05-03,Binghamton,0.803
2024-05-03,Colgate,0.802
2024-05-03,Bucknell,0.791
2024-05-03,Hampton,0.771
2024-05-03,St. Bonaventure,0.748
2024-05-03,Lindenwood,0.851
2024-05-03,Queens,0.851
2024-05-03,Le Moyne,0.803
2024-05-02,Bellarmine,0.926
2024-05-02,Fairfield,0.924
2024-05-02,Virginia,0.913
2024-05-02,Towson,0.913
2024-05-02,Sacred Heart,0.91
2024-05-02,VMI,0.9
2024-05-02,Notre Dame,0.9
2024-05-02,Johns Hopkins,0.899
2024-05-02,Army West Point,0.897
2024-05-02,Hofstra,0.893
2024-05-02,Siena,0.891
2024-05-02,Richmond,0.889
2024-05-02,Bryant,0.889
2024-05-02,Ohio St.,0.888
2024-05-02,North Carolina,0.886
2024-05-02,Robert Morris,0.885
2024-05-02,Harvard,0.885
2024-05-02,Marquette,0.885
2024-05-02,Mercer,0.885
2024-05-02,UMBC,0.884
2024-05-02,Georgetown,0.882
2024-05-02,Saint Joseph's,0.882
2024-05-02,Duke,0.881
2024-05-02,Air Force,0.88
2024-05-02,Mount St. Mary's,0.88
2024-05-02,Utah,0.879
2024-05-02,Quinnipiac,0.879
2024-05-02,Rutgers,0.879
2024-05-02,Jacksonville,0.878
2024-05-02,Vermont,0.877
2024-05-02,Penn St.,0.876
2024-05-02,Delaware,0.875
2024-05-02,Maryland,0.875
2024-05-02,Drexel,0.875
2024-05-02,Providence,0.874
2024-05-02,Michigan,0.872
2024-05-02,Syracuse,0.869
2024-05-02,Marist,0.868
2024-05-02,Manhattan,0.867
2024-05-02,Denver,0.865
2024-05-02,Brown,0.864
2024-05-02,Cornell,0.863
2024-05-02,Monmouth,0.859
2024-05-02,Massachusetts,0.859
2024-05-02,Hobart,0.858
2024-05-02,UAlbany,0.852
2024-05-02,St. John's,0.852
2024-05-02,Yale,0.852
2024-05-02,Penn,0.851
2024-05-02,Cleveland St.,0.85
2024-05-02,Canisius,0.848
2024-05-02,LIU,0.847
2024-05-02,UMass Lowell,0.845
2024-05-02,High Point,0.844
2024-05-02,Lafayette,0.844
2024-05-02,Loyola Maryland,0.843
2024-05-02,Princeton,0.843
2024-05-02,Navy,0.839
2024-05-02,Stony Brook,0.835
2024-05-02,Holy Cross,0.832
2024-05-02,Dartmouth,0.831
2024-05-02,NJIT,0.83
2024-05-02,Villanova,0.83
2024-05-02,Lehigh,0.829
2024-05-02,Wagner,0.823
2024-05-02,Detroit Mercy,0.82
2024-05-02,Merrimack,0.818
2024-05-02,Boston U.,0.806
2024-05-02,Binghamton,0.803
2024-05-02,Colgate,0.802
2024-05-02,Bucknell,0.791
2024-05-02,Hampton,0.771
2024-05-02,St. Bonaventure,0.748
2024-05-02,Lindenwood,0.851
2024-05-02,Queens,0.851
2024-05-02,Le Moyne,0.803
2024-04-30,Bellarmine,0.926
2024-04-30,Fairfield,0.918
2024-04-30,Virginia,0.913
2024-04-30,Towson,0.912
2024-04-30,Sacred Heart,0.906
2024-04-30,Johns Hopkins,0.902
2024-04-30,UMBC,0.9
2024-04-30,VMI,0.9
2024-04-30,Notre Dame,0.9
2024-04-30,Army West Point,0.897
2024-04-30,Hofstra,0.893
2024-04-30,Bryant,0.889
2024-04-30,Ohio St.,0.888
2024-04-30,Richmond,0.887
2024-04-30,North Carolina,0.886
2024-04-30,Siena,0.886
2024-04-30,Robert Morris,0.885
2024-04-30,Harvard,0.885
2024-04-30,Marquette,0.885
2024-04-30,Mercer,0.885
2024-04-30,Duke,0.881
2024-04-30,Georgetown,0.881
2024-04-30,Air Force,0.88
2024-04-30,Mount St. Mary's,0.88
2024-04-30,Drexel,0.879
2024-04-30,Utah,0.879
2024-04-30,Quinnipiac,0.879
2024-04-30,Rutgers,0.879
2024-04-30,Jacksonville,0.878
2024-04-30,Vermont,0.877
2024-04-30,Denver,0.875
2024-04-30,Delaware,0.875
2024-04-30,Saint Joseph's,0.872
2024-04-30,Penn St.,0.87
2024-04-30,Providence,0.87
2024-04-30,Maryland,0.869
2024-04-30,Syracuse,0.869
2024-04-30,Marist,0.868
2024-04-30,Massachusetts,0.867
2024-04-30,Michigan,0.867
2024-04-30,Manhattan,0.867
